5641,1,43,1,a,p,Pertahankan prestasimu
5642,1,43,1,a,k,Belajar lebih giat lagi
5643,1,43,1,b,p,Pertahankan prestasimu
5644,1,43,1,b,k,Pertahankan prestasimu
5645,2,43,1,a,p,Belajar lebih giat lagi
5646,2,43,1,a,k,Pertahankan prestasimu
5647,2,43,1,b,p,Pertahankan prestasimu
5648,2,43,1,b,k,Pertahankan prestasimu
5649,3,43,1,a,p,Belajar lebih giat lagi
5650,3,43,1,a,k,Pertahankan prestasimu
5651,3,43,1,b,p,Belajar lebih giat lagi
5652,3,43,1,b,k,Pertahankan prestasimu
5653,4,43,1,a,p,Pertahankan prestasimu
5654,4,43,1,a,k,Belajar lebih giat lagi
5655,4,43,1,b,p,Belajar lebih giat lagi
5656,4,43,1,b,k,Pertahankan prestasimu
5657,5,43,1,a,p,Pertahankan prestasimu
5658,5,43,1,a,k,Belajar lebih giat lagi
5659,5,43,1,b,p,Belajar lebih giat lagi
5660,5,43,1,b,k,Belajar lebih giat lagi
5661,6,43,1,a,p,Belajar lebih giat lagi
5662,6,43,1,a,k,Belajar lebih giat lagi
5663,6,43,1,b,p,Pertahankan prestasimu
5664,6,43,1,b,k,Belajar lebih giat lagi
5665,7,43,1,a,p,Pertahankan prestasimu
5666,7,43,1,a,k,Pertahankan prestasimu
5667,7,43,1,b,p,Belajar lebih giat lagi
5668,7,43,1,b,k,Belajar lebih giat lagi
5669,8,43,1,a,p,Belajar lebih giat lagi
5670,8,43,1,a,k,Belajar lebih giat lagi
5671,8,43,1,b,p,Belajar lebih giat lagi
5672,8,43,1,b,k,Pertahankan prestasimu
5673,9,43,1,a,p,Belajar lebih giat lagi
5674,9,43,1,a,k,Pertahankan prestasimu
5675,9,43,1,b,p,Pertahankan prestasimu
5676,9,43,1,b,k,Belajar lebih giat lagi
5677,10,43,1,a,p,Pertahankan prestasimu
5678,10,43,1,a,k,Pertahankan prestasimu
5679,10,43,1,b,p,Belajar lebih giat lagi
5680,10,43,1,b,k,Belajar lebih giat lagi
5681,15,43,1,a,p,Belajar lebih giat lagi
5682,15,43,1,a,k,Pertahankan prestasimu
5683,15,43,1,b,p,Belajar lebih giat lagi
5684,15,43,1,b,k,Pertahankan prestasimu
5685,16,43,1,a,p,Pertahankan prestasimu
5686,16,43,1,a,k,Pertahankan prestasimu
5687,16,43,1,b,p,Pertahankan prestasimu
5688,16,43,1,b,k,Belajar lebih giat lagi
5689,17,43,1,a,p,Belajar lebih giat lagi
5690,17,43,1,a,k,Pertahankan prestasimu
5691,17,43,1,b,p,Pertahankan prestasimu
5692,17,43,1,b,k,Pertahankan prestasimu
5693,18,43,1,a,p,Pertahankan prestasimu
5694,18,43,1,a,k,Belajar lebih giat lagi
5695,18,43,1,b,p,Belajar lebih giat lagi
5696,18,43,1,b,k,Belajar lebih giat lagi
5697,19,43,1,a,p,Belajar lebih giat lagi
5698,19,43,1,a,k,Belajar lebih giat lagi
5699,19,43,1,b,p,Pertahankan prestasimu
5700,19,43,1,b,k,Belajar lebih giat lagi
5701,1,44,1,a,p,Pertahankan prestasimu
5702,1,44,1,a,k,Pertahankan prestasimu
5703,1,44,1,b,p,Pertahankan prestasimu
5704,1,44,1,b,k,Pertahankan prestasimu
5705,2,44,1,a,p,Pertahankan prestasimu
5706,2,44,1,a,k,Belajar lebih giat lagi
5707,2,44,1,b,p,Pertahankan prestasimu
5708,2,44,1,b,k,Belajar lebih giat lagi
5709,3,44,1,a,p,Pertahankan prestasimu
5710,3,44,1,a,k,Pertahankan prestasimu
5711,3,44,1,b,p,Pertahankan prestasimu
5712,3,44,1,b,k,Belajar lebih giat lagi
5713,4,44,1,a,p,Pertahankan prestasimu
5714,4,44,1,a,k,Belajar lebih giat lagi
5715,4,44,1,b,p,Pertahankan prestasimu
5716,4,44,1,b,k,Pertahankan prestasimu
5717,5,44,1,a,p,Pertahankan prestasimu
5718,5,44,1,a,k,Pertahankan prestasimu
5719,5,44,1,b,p,Pertahankan prestasimu
5720,5,44,1,b,k,Belajar lebih giat lagi
5721,6,44,1,a,p,Belajar lebih giat lagi
5722,6,44,1,a,k,Pertahankan prestasimu
5723,6,44,1,b,p,Belajar lebih giat lagi
5724,6,44,1,b,k,Pertahankan prestasimu
5725,7,44,1,a,p,Belajar lebih giat lagi
5726,7,44,1,a,k,Belajar lebih giat lagi
5727,7,44,1,b,p,Belajar lebih giat lagi
5728,7,44,1,b,k,Pertahankan prestasimu
5729,8,44,1,a,p,Pertahankan prestasimu
5730,8,44,1,a,k,Belajar lebih giat lagi
5731,8,44,1,b,p,Belajar lebih giat lagi
5732,8,44,1,b,k,Belajar lebih giat lagi
5733,9,44,1,a,p,Belajar lebih giat lagi
5734,9,44,1,a,k,Belajar lebih giat lagi
5735,9,44,1,b,p,Pertahankan prestasimu
5736,9,44,1,b,k,Belajar lebih giat lagi
5737,10,44,1,a,p,Pertahankan prestasimu
5738,10,44,1,a,k,Pertahankan prestasimu
5739,10,44,1,b,p,Pertahankan prestasimu
5740,10,44,1,b,k,Pertahankan prestasimu
5741,15,44,1,a,p,Belajar lebih giat lagi
5742,15,44,1,a,k,Pertahankan prestasimu
5743,15,44,1,b,p,Belajar lebih giat lagi
5744,15,44,1,b,k,Pertahankan prestasimu
5745,16,44,1,a,p,Pertahankan prestasimu
5746,16,44,1,a,k,Pertahankan prestasimu
5747,16,44,1,b,p,Pertahankan prestasimu
5748,16,44,1,b,k,Pertahankan prestasimu
5749,17,44,1,a,p,Belajar lebih giat lagi
5750,17,44,1,a,k,Belajar lebih giat lagi
5751,17,44,1,b,p,Pertahankan prestasimu
5752,17,44,1,b,k,Pertahankan prestasimu
5753,18,44,1,a,p,Pertahankan prestasimu
5754,18,44,1,a,k,Pertahankan prestasimu
5755,18,44,1,b,p,Pertahankan prestasimu
5756,18,44,1,b,k,Belajar lebih giat lagi
5757,19,44,1,a,p,Belajar lebih giat lagi
5758,19,44,1,a,k,Belajar lebih giat lagi
5759,19,44,1,b,p,Pertahankan prestasimu
5760,19,44,1,b,k,Belajar lebih giat lagi
5761,1,45,1,a,p,Pertahankan prestasimu
5762,1,45,1,a,k,Pertahankan prestasimu
5763,1,45,1,b,p,Belajar lebih giat lagi
5764,1,45,1,b,k,Pertahankan prestasimu
5765,2,45,1,a,p,Belajar lebih giat lagi
5766,2,45,1,a,k,Pertahankan prestasimu
5767,2,45,1,b,p,Pertahankan prestasimu
5768,2,45,1,b,k,Pertahankan prestasimu
5769,3,45,1,a,p,Pertahankan prestasimu
5770,3,45,1,a,k,Pertahankan prestasimu
5771,3,45,1,b,p,Pertahankan prestasimu
5772,3,45,1,b,k,Pertahankan prestasimu
5773,4,45,1,a,p,Pertahankan prestasimu
5774,4,45,1,a,k,Pertahankan prestasimu
5775,4,45,1,b,p,Pertahankan prestasimu
5776,4,45,1,b,k,Pertahankan prestasimu
5777,5,45,1,a,p,Pertahankan prestasimu
5778,5,45,1,a,k,Belajar lebih giat lagi
5779,5,45,1,b,p,Belajar lebih giat lagi
5780,5,45,1,b,k,Belajar lebih giat lagi
5781,6,45,1,a,p,Pertahankan prestasimu
5782,6,45,1,a,k,Belajar lebih giat lagi
5783,6,45,1,b,p,Pertahankan prestasimu
5784,6,45,1,b,k,Belajar lebih giat lagi
5785,7,45,1,a,p,Pertahankan prestasimu
5786,7,45,1,a,k,Pertahankan prestasimu
5787,7,45,1,b,p,Pertahankan prestasimu
5788,7,45,1,b,k,Belajar lebih giat lagi
5789,8,45,1,a,p,Belajar lebih giat lagi
5790,8,45,1,a,k,Belajar lebih giat lagi
5791,8,45,1,b,p,Belajar lebih giat lagi
5792,8,45,1,b,k,Belajar lebih giat lagi
5793,9,45,1,a,p,Belajar lebih giat lagi
5794,9,45,1,a,k,Pertahankan prestasimu
5795,9,45,1,b,p,Belajar lebih giat lagi
5796,9,45,1,b,k,Pertahankan prestasimu
