12,1,1,a,h1,75
12,1,1,a,h2,82
12,1,1,a,us,92
12,1,1,a,t1,81
12,1,1,a,t2,98
12,1,1,b,h1,96
12,1,1,b,h2,82
12,1,1,b,us,97
12,1,1,b,t1,79
12,1,1,b,t2,92
12,2,1,a,h1,96
12,2,1,a,h2,79
12,2,1,a,us,99
12,2,1,a,t1,90
12,2,1,a,t2,83
12,2,1,b,h1,75
12,2,1,b,h2,92
12,2,1,b,us,95
12,2,1,b,t1,94
12,2,1,b,t2,76
12,3,1,a,h1,97
12,3,1,a,h2,80
12,3,1,a,us,76
12,3,1,a,t1,83
12,3,1,a,t2,78
12,3,1,b,h1,95
12,3,1,b,h2,93
12,3,1,b,us,98
12,3,1,b,t1,95
12,3,1,b,t2,94
12,4,1,a,h1,90
12,4,1,a,h2,77
12,4,1,a,us,97
12,4,1,a,t1,84
12,4,1,a,t2,84
12,4,1,b,h1,86
12,4,1,b,h2,81
12,4,1,b,us,76
12,4,1,b,t1,84
12,4,1,b,t2,95
12,5,1,a,h1,76
12,5,1,a,h2,88
12,5,1,a,us,79
12,5,1,a,t1,79
12,5,1,a,t2,96
12,5,1,b,h1,77
12,5,1,b,h2,99
12,5,1,b,us,82
12,5,1,b,t1,75
12,5,1,b,t2,82
12,6,1,a,h1,78
12,6,1,a,h2,75
12,6,1,a,us,96
12,6,1,a,t1,94
12,6,1,a,t2,86
12,6,1,b,h1,94
12,6,1,b,h2,75
12,6,1,b,us,88
12,6,1,b,t1,100
12,6,1,b,t2,100
12,7,1,a,h1,83
12,7,1,a,h2,90
12,7,1,a,us,83
12,7,1,a,t1,98
12,7,1,a,t2,100
12,7,1,b,h1,75
12,7,1,b,h2,77
12,7,1,b,us,82
12,7,1,b,t1,98
12,7,1,b,t2,87
12,8,1,a,h1,75
12,8,1,a,h2,82
12,8,1,a,us,82
12,8,1,a,t1,95
12,8,1,a,t2,78
12,8,1,b,h1,86
12,8,1,b,h2,80
12,8,1,b,us,98
12,8,1,b,t1,79
12,8,1,b,t2,89
12,9,1,a,h1,80
12,9,1,a,h2,90
12,9,1,a,us,97
12,9,1,a,t1,76
12,9,1,a,t2,90
12,9,1,b,h1,88
12,9,1,b,h2,90
12,9,1,b,us,92
12,9,1,b,t1,87
12,9,1,b,t2,90
12,10,1,a,h1,86
12,10,1,a,h2,94
12,10,1,a,us,76
12,10,1,a,t1,89
12,10,1,a,t2,96
12,10,1,b,h1,77
12,10,1,b,h2,97
12,10,1,b,us,96
12,10,1,b,t1,76
12,10,1,b,t2,90
12,15,1,a,h1,91
12,15,1,a,h2,99
12,15,1,a,us,93
12,15,1,a,t1,94
12,15,1,a,t2,100
12,15,1,b,h1,87
12,15,1,b,h2,92
12,15,1,b,us,86
12,15,1,b,t1,94
12,15,1,b,t2,75
13,1,1,a,h1,92
13,1,1,a,h2,90
13,1,1,a,us,94
13,1,1,a,t1,91
13,1,1,a,t2,79
13,1,1,b,h1,82
13,1,1,b,h2,93
13,1,1,b,us,97
13,1,1,b,t1,75
13,1,1,b,t2,79
13,2,1,a,h1,94
13,2,1,a,h2,79
13,2,1,a,us,97
13,2,1,a,t1,78
13,2,1,a,t2,88
13,2,1,b,h1,80
13,2,1,b,h2,77
13,2,1,b,us,87
13,2,1,b,t1,90
13,2,1,b,t2,96
13,3,1,a,h1,96
13,3,1,a,h2,94
13,3,1,a,us,92
13,3,1,a,t1,96
13,3,1,a,t2,99
13,3,1,b,h1,99
13,3,1,b,h2,98
13,3,1,b,us,94
13,3,1,b,t1,97
13,3,1,b,t2,97
13,4,1,a,h1,85
13,4,1,a,h2,79
13,4,1,a,us,79
13,4,1,a,t1,82
13,4,1,a,t2,80
13,4,1,b,h1,78
13,4,1,b,h2,100
13,4,1,b,us,88
13,4,1,b,t1,75
13,4,1,b,t2,91
13,5,1,a,h1,80
13,5,1,a,h2,83
13,5,1,a,us,94
13,5,1,a,t1,89
13,5,1,a,t2,100
13,5,1,b,h1,86
13,5,1,b,h2,92
13,5,1,b,us,76
13,5,1,b,t1,76
13,5,1,b,t2,89
13,6,1,a,h1,83
13,6,1,a,h2,80
13,6,1,a,us,78
13,6,1,a,t1,80
13,6,1,a,t2,77
13,6,1,b,h1,87
13,6,1,b,h2,94
13,6,1,b,us,83
13,6,1,b,t1,98
13,6,1,b,t2,77
13,7,1,a,h1,84
13,7,1,a,h2,92
13,7,1,a,us,96
13,7,1,a,t1,88
13,7,1,a,t2,87
13,7,1,b,h1,98
13,7,1,b,h2,80
13,7,1,b,us,79
13,7,1,b,t1,93
13,7,1,b,t2,77
13,8,1,a,h1,96
13,8,1,a,h2,79
13,8,1,a,us,79
13,8,1,a,t1,77
13,8,1,a,t2,95
13,8,1,b,h1,98
13,8,1,b,h2,88
13,8,1,b,us,100
13,8,1,b,t1,95
13,8,1,b,t2,83
13,9,1,a,h1,93
13,9,1,a,h2,95
13,9,1,a,us,100
13,9,1,a,t1,91
13,9,1,a,t2,79
13,9,1,b,h1,97
13,9,1,b,h2,80
13,9,1,b,us,99
13,9,1,b,t1,89
13,9,1,b,t2,96
13,10,1,a,h1,98
13,10,1,a,h2,98
13,10,1,a,us,100
13,10,1,a,t1,98
13,10,1,a,t2,86
13,10,1,b,h1,81
13,10,1,b,h2,92
13,10,1,b,us,76
13,10,1,b,t1,94
13,10,1,b,t2,89
13,15,1,a,h1,96
13,15,1,a,h2,78
13,15,1,a,us,81
13,15,1,a,t1,98
13,15,1,a,t2,95
13,15,1,b,h1,79
13,15,1,b,h2,99
13,15,1,b,us,75
13,15,1,b,t1,95
13,15,1,b,t2,76
14,1,1,a,h1,91
14,1,1,a,h2,77
14,1,1,a,us,79
14,1,1,a,t1,88
14,1,1,a,t2,99
14,1,1,b,h1,82
14,1,1,b,h2,93
14,1,1,b,us,98
14,1,1,b,t1,75
14,1,1,b,t2,85
14,2,1,a,h1,90
14,2,1,a,h2,86
14,2,1,a,us,75
14,2,1,a,t1,76
14,2,1,a,t2,95
14,2,1,b,h1,85
14,2,1,b,h2,77
14,2,1,b,us,93
14,2,1,b,t1,96
14,2,1,b,t2,76
14,3,1,a,h1,91
14,3,1,a,h2,86
14,3,1,a,us,99
14,3,1,a,t1,87
14,3,1,a,t2,85
14,3,1,b,h1,79
14,3,1,b,h2,96
14,3,1,b,us,87
14,3,1,b,t1,94
14,3,1,b,t2,81
14,4,1,a,h1,92
14,4,1,a,h2,87
14,4,1,a,us,84
14,4,1,a,t1,92
14,4,1,a,t2,94
14,4,1,b,h1,84
14,4,1,b,h2,93
14,4,1,b,us,97
14,4,1,b,t1,91
14,4,1,b,t2,85
14,5,1,a,h1,93
14,5,1,a,h2,98
14,5,1,a,us,96
14,5,1,a,t1,84
14,5,1,a,t2,84
14,5,1,b,h1,100
14,5,1,b,h2,83
14,5,1,b,us,100
14,5,1,b,t1,100
14,5,1,b,t2,97
14,6,1,a,h1,83
14,6,1,a,h2,92
14,6,1,a,us,97
14,6,1,a,t1,81
14,6,1,a,t2,78
14,6,1,b,h1,88
14,6,1,b,h2,88
14,6,1,b,us,91
14,6,1,b,t1,99
14,6,1,b,t2,96
14,7,1,a,h1,93
14,7,1,a,h2,92
14,7,1,a,us,82
14,7,1,a,t1,76
14,7,1,a,t2,94
14,7,1,b,h1,75
14,7,1,b,h2,94
14,7,1,b,us,94
14,7,1,b,t1,83
14,7,1,b,t2,98
14,8,1,a,h1,87
14,8,1,a,h2,88
14,8,1,a,us,84
14,8,1,a,t1,92
14,8,1,a,t2,83
14,8,1,b,h1,77
14,8,1,b,h2,78
14,8,1,b,us,92
14,8,1,b,t1,82
14,8,1,b,t2,90
14,9,1,a,h1,77
14,9,1,a,h2,96
14,9,1,a,us,83
14,9,1,a,t1,79
14,9,1,a,t2,84
14,9,1,b,h1,93
14,9,1,b,h2,77
14,9,1,b,us,100
14,9,1,b,t1,89
14,9,1,b,t2,79
14,10,1,a,h1,99
14,10,1,a,h2,77
14,10,1,a,us,90
14,10,1,a,t1,84
14,10,1,a,t2,94
14,10,1,b,h1,98
14,10,1,b,h2,88
14,10,1,b,us,87
14,10,1,b,t1,80
14,10,1,b,t2,92
14,15,1,a,h1,93
14,15,1,a,h2,80
14,15,1,a,us,88
14,15,1,a,t1,79
14,15,1,a,t2,96
14,15,1,b,h1,97
14,15,1,b,h2,89
14,15,1,b,us,86
14,15,1,b,t1,95
14,15,1,b,t2,90
15,1,1,a,h1,90
15,1,1,a,h2,94
15,1,1,a,us,100
15,1,1,a,t1,80
15,1,1,a,t2,80
15,1,1,b,h1,86
15,1,1,b,h2,99
15,1,1,b,us,93
15,1,1,b,t1,79
15,1,1,b,t2,83
15,2,1,a,h1,76
15,2,1,a,h2,77
15,2,1,a,us,88
15,2,1,a,t1,89
15,2,1,a,t2,75
15,2,1,b,h1,98
15,2,1,b,h2,84
15,2,1,b,us,88
15,2,1,b,t1,82
15,2,1,b,t2,99
15,3,1,a,h1,95
15,3,1,a,h2,76
15,3,1,a,us,90
15,3,1,a,t1,78
15,3,1,a,t2,96
15,3,1,b,h1,85
15,3,1,b,h2,96
15,3,1,b,us,81
15,3,1,b,t1,90
15,3,1,b,t2,77
15,4,1,a,h1,79
15,4,1,a,h2,86
15,4,1,a,us,85
15,4,1,a,t1,93
15,4,1,a,t2,81
15,4,1,b,h1,77
15,4,1,b,h2,87
15,4,1,b,us,90
15,4,1,b,t1,90
15,4,1,b,t2,91
15,5,1,a,h1,86
15,5,1,a,h2,98
15,5,1,a,us,90
15,5,1,a,t1,80
15,5,1,a,t2,99
15,5,1,b,h1,95
15,5,1,b,h2,87
15,5,1,b,us,90
15,5,1,b,t1,83
15,5,1,b,t2,79
15,6,1,a,h1,90
15,6,1,a,h2,85
15,6,1,a,us,92
15,6,1,a,t1,94
15,6,1,a,t2,81
15,6,1,b,h1,76
15,6,1,b,h2,96
15,6,1,b,us,76
15,6,1,b,t1,95
15,6,1,b,t2,79
