1,1,12,1,a,p,Pertahankan prestasimu
2,1,12,1,a,k,Belajar lebih giat lagi
3,1,12,1,b,p,Pertahankan prestasimu
4,1,12,1,b,k,Pertahankan prestasimu
5,2,12,1,a,p,Pertahankan prestasimu
6,2,12,1,a,k,Pertahankan prestasimu
7,2,12,1,b,p,Pertahankan prestasimu
8,2,12,1,b,k,Pertahankan prestasimu
9,3,12,1,a,p,Pertahankan prestasimu
10,3,12,1,a,k,Belajar lebih giat lagi
11,3,12,1,b,p,Pertahankan prestasimu
12,3,12,1,b,k,Belajar lebih giat lagi
13,4,12,1,a,p,Belajar lebih giat lagi
14,4,12,1,a,k,Pertahankan prestasimu
15,4,12,1,b,p,Belajar lebih giat lagi
16,4,12,1,b,k,Pertahankan prestasimu
17,5,12,1,a,p,Belajar lebih giat lagi
18,5,12,1,a,k,Belajar lebih giat lagi
19,5,12,1,b,p,Belajar lebih giat lagi
20,5,12,1,b,k,Pertahankan prestasimu
21,6,12,1,a,p,Pertahankan prestasimu
22,6,12,1,a,k,Pertahankan prestasimu
23,6,12,1,b,p,Belajar lebih giat lagi
24,6,12,1,b,k,Pertahankan prestasimu
25,7,12,1,a,p,Pertahankan prestasimu
26,7,12,1,a,k,Pertahankan prestasimu
27,7,12,1,b,p,Pertahankan prestasimu
28,7,12,1,b,k,Belajar lebih giat lagi
29,8,12,1,a,p,Pertahankan prestasimu
30,8,12,1,a,k,Belajar lebih giat lagi
31,8,12,1,b,p,Pertahankan prestasimu
32,8,12,1,b,k,Belajar lebih giat lagi
33,9,12,1,a,p,Pertahankan prestasimu
34,9,12,1,a,k,Belajar lebih giat lagi
35,9,12,1,b,p,Pertahankan prestasimu
36,9,12,1,b,k,Belajar lebih giat lagi
37,10,12,1,a,p,Belajar lebih giat lagi
38,10,12,1,a,k,Pertahankan prestasimu
39,10,12,1,b,p,Belajar lebih giat lagi
40,10,12,1,b,k,Pertahankan prestasimu
41,15,12,1,a,p,Belajar lebih giat lagi
42,15,12,1,a,k,Pertahankan prestasimu
43,15,12,1,b,p,Pertahankan prestasimu
44,15,12,1,b,k,Pertahankan prestasimu
45,11,12,1,a,p,Pertahankan prestasimu
46,11,12,1,a,k,Pertahankan prestasimu
47,11,12,1,b,p,Belajar lebih giat lagi
48,11,12,1,b,k,Pertahankan prestasimu
49,12,12,1,a,p,Belajar lebih giat lagi
50,12,12,1,a,k,Pertahankan prestasimu
51,12,12,1,b,p,Pertahankan prestasimu
52,12,12,1,b,k,Belajar lebih giat lagi
53,13,12,1,a,p,Pertahankan prestasimu
54,13,12,1,a,k,Belajar lebih giat lagi
55,13,12,1,b,p,Belajar lebih giat lagi
56,13,12,1,b,k,Pertahankan prestasimu
57,14,12,1,a,p,Belajar lebih giat lagi
58,14,12,1,a,k,Belajar lebih giat lagi
59,14,12,1,b,p,Belajar lebih giat lagi
60,14,12,1,b,k,Belajar lebih giat lagi
61,1,13,1,a,p,Belajar lebih giat lagi
62,1,13,1,a,k,Belajar lebih giat lagi
63,1,13,1,b,p,Pertahankan prestasimu
64,1,13,1,b,k,Pertahankan prestasimu
65,2,13,1,a,p,Pertahankan prestasimu
66,2,13,1,a,k,Belajar lebih giat lagi
67,2,13,1,b,p,Pertahankan prestasimu
68,2,13,1,b,k,Pertahankan prestasimu
69,3,13,1,a,p,Pertahankan prestasimu
70,3,13,1,a,k,Pertahankan prestasimu
71,3,13,1,b,p,Belajar lebih giat lagi
72,3,13,1,b,k,Pertahankan prestasimu
73,4,13,1,a,p,Pertahankan prestasimu
74,4,13,1,a,k,Pertahankan prestasimu
75,4,13,1,b,p,Belajar lebih giat lagi
76,4,13,1,b,k,Belajar lebih giat lagi
77,5,13,1,a,p,Belajar lebih giat lagi
78,5,13,1,a,k,Belajar lebih giat lagi
79,5,13,1,b,p,Belajar lebih giat lagi
80,5,13,1,b,k,Pertahankan prestasimu
81,6,13,1,a,p,Belajar lebih giat lagi
82,6,13,1,a,k,Belajar lebih giat lagi
83,6,13,1,b,p,Pertahankan prestasimu
84,6,13,1,b,k,Belajar lebih giat lagi
85,7,13,1,a,p,Pertahankan prestasimu
86,7,13,1,a,k,Belajar lebih giat lagi
87,7,13,1,b,p,Belajar lebih giat lagi
88,7,13,1,b,k,Belajar lebih giat lagi
89,8,13,1,a,p,Pertahankan prestasimu
90,8,13,1,a,k,Pertahankan prestasimu
91,8,13,1,b,p,Pertahankan prestasimu
92,8,13,1,b,k,Pertahankan prestasimu
93,9,13,1,a,p,Pertahankan prestasimu
94,9,13,1,a,k,Belajar lebih giat lagi
95,9,13,1,b,p,Belajar lebih giat lagi
96,9,13,1,b,k,Belajar lebih giat lagi
97,10,13,1,a,p,Belajar lebih giat lagi
98,10,13,1,a,k,Belajar lebih giat lagi
99,10,13,1,b,p,Pertahankan prestasimu
100,10,13,1,b,k,Belajar lebih giat lagi
101,15,13,1,a,p,Pertahankan prestasimu
102,15,13,1,a,k,Pertahankan prestasimu
103,15,13,1,b,p,Pertahankan prestasimu
104,15,13,1,b,k,Belajar lebih giat lagi
105,11,13,1,a,p,Pertahankan prestasimu
106,11,13,1,a,k,Pertahankan prestasimu
107,11,13,1,b,p,Belajar lebih giat lagi
108,11,13,1,b,k,Pertahankan prestasimu
109,12,13,1,a,p,Belajar lebih giat lagi
110,12,13,1,a,k,Pertahankan prestasimu
111,12,13,1,b,p,Pertahankan prestasimu
112,12,13,1,b,k,Pertahankan prestasimu
113,13,13,1,a,p,Belajar lebih giat lagi
114,13,13,1,a,k,Pertahankan prestasimu
115,13,13,1,b,p,Belajar lebih giat lagi
116,13,13,1,b,k,Pertahankan prestasimu
117,14,13,1,a,p,Belajar lebih giat lagi
118,14,13,1,a,k,Belajar lebih giat lagi
119,14,13,1,b,p,Pertahankan prestasimu
120,14,13,1,b,k,Pertahankan prestasimu
121,1,14,1,a,p,Pertahankan prestasimu
122,1,14,1,a,k,Pertahankan prestasimu
123,1,14,1,b,p,Pertahankan prestasimu
124,1,14,1,b,k,Pertahankan prestasimu
125,2,14,1,a,p,Pertahankan prestasimu
126,2,14,1,a,k,Pertahankan prestasimu
127,2,14,1,b,p,Pertahankan prestasimu
128,2,14,1,b,k,Pertahankan prestasimu
129,3,14,1,a,p,Pertahankan prestasimu
130,3,14,1,a,k,Belajar lebih giat lagi
131,3,14,1,b,p,Pertahankan prestasimu
132,3,14,1,b,k,Belajar lebih giat lagi
133,4,14,1,a,p,Pertahankan prestasimu
134,4,14,1,a,k,Pertahankan prestasimu
135,4,14,1,b,p,Belajar lebih giat lagi
136,4,14,1,b,k,Belajar lebih giat lagi
137,5,14,1,a,p,Pertahankan prestasimu
138,5,14,1,a,k,Pertahankan prestasimu
139,5,14,1,b,p,Belajar lebih giat lagi
140,5,14,1,b,k,Pertahankan prestasimu
141,6,14,1,a,p,Belajar lebih giat lagi
142,6,14,1,a,k,Belajar lebih giat lagi
143,6,14,1,b,p,Pertahankan prestasimu
144,6,14,1,b,k,Belajar lebih giat lagi
145,7,14,1,a,p,Belajar lebih giat lagi
146,7,14,1,a,k,Belajar lebih giat lagi
147,7,14,1,b,p,Belajar lebih giat lagi
148,7,14,1,b,k,Pertahankan prestasimu
149,8,14,1,a,p,Belajar lebih giat lagi
150,8,14,1,a,k,Pertahankan prestasimu
151,8,14,1,b,p,Pertahankan prestasimu
152,8,14,1,b,k,Belajar lebih giat lagi
153,9,14,1,a,p,Pertahankan prestasimu
154,9,14,1,a,k,Belajar lebih giat lagi
155,9,14,1,b,p,Belajar lebih giat lagi
156,9,14,1,b,k,Pertahankan prestasimu
157,10,14,1,a,p,Pertahankan prestasimu
158,10,14,1,a,k,Pertahankan prestasimu
159,10,14,1,b,p,Pertahankan prestasimu
160,10,14,1,b,k,Pertahankan prestasimu
161,15,14,1,a,p,Pertahankan prestasimu
162,15,14,1,a,k,Pertahankan prestasimu
163,15,14,1,b,p,Belajar lebih giat lagi
164,15,14,1,b,k,Belajar lebih giat lagi
165,11,14,1,a,p,Belajar lebih giat lagi
166,11,14,1,a,k,Pertahankan prestasimu
167,11,14,1,b,p,Pertahankan prestasimu
168,11,14,1,b,k,Belajar lebih giat lagi
169,12,14,1,a,p,Belajar lebih giat lagi
170,12,14,1,a,k,Pertahankan prestasimu
171,12,14,1,b,p,Belajar lebih giat lagi
172,12,14,1,b,k,Belajar lebih giat lagi
173,13,14,1,a,p,Belajar lebih giat lagi
174,13,14,1,a,k,Belajar lebih giat lagi
175,13,14,1,b,p,Pertahankan prestasimu
176,13,14,1,b,k,Belajar lebih giat lagi
177,14,14,1,a,p,Pertahankan prestasimu
178,14,14,1,a,k,Pertahankan prestasimu
179,14,14,1,b,p,Belajar lebih giat lagi
180,14,14,1,b,k,Belajar lebih giat lagi
181,1,15,1,a,p,Pertahankan prestasimu
182,1,15,1,a,k,Pertahankan prestasimu
183,1,15,1,b,p,Pertahankan prestasimu
184,1,15,1,b,k,Pertahankan prestasimu
185,2,15,1,a,p,Belajar lebih giat lagi
186,2,15,1,a,k,Pertahankan prestasimu
187,2,15,1,b,p,Pertahankan prestasimu
188,2,15,1,b,k,Belajar lebih giat lagi
189,3,15,1,a,p,Pertahankan prestasimu
190,3,15,1,a,k,Belajar lebih giat lagi
191,3,15,1,b,p,Belajar lebih giat lagi
192,3,15,1,b,k,Pertahankan prestasimu
193,4,15,1,a,p,Belajar lebih giat lagi
194,4,15,1,a,k,Belajar lebih giat lagi
195,4,15,1,b,p,Pertahankan prestasimu
196,4,15,1,b,k,Belajar lebih giat lagi
197,5,15,1,a,p,Belajar lebih giat lagi
198,5,15,1,a,k,Pertahankan prestasimu
199,5,15,1,b,p,Pertahankan prestasimu
200,5,15,1,b,k,Belajar lebih giat lagi
201,6,15,1,a,p,Pertahankan prestasimu
202,6,15,1,a,k,Belajar lebih giat lagi
203,6,15,1,b,p,Belajar lebih giat lagi
204,6,15,1,b,k,Belajar lebih giat lagi
205,7,15,1,a,p,Belajar lebih giat lagi
206,7,15,1,a,k,Belajar lebih giat lagi
207,7,15,1,b,p,Belajar lebih giat lagi
208,7,15,1,b,k,Belajar lebih giat lagi
209,8,15,1,a,p,Belajar lebih giat lagi
210,8,15,1,a,k,Pertahankan prestasimu
211,8,15,1,b,p,Belajar lebih giat lagi
212,8,15,1,b,k,Pertahankan prestasimu
213,9,15,1,a,p,Belajar lebih giat lagi
214,9,15,1,a,k,Belajar lebih giat lagi
215,9,15,1,b,p,Pertahankan prestasimu
216,9,15,1,b,k,Pertahankan prestasimu
217,10,15,1,a,p,Pertahankan prestasimu
218,10,15,1,a,k,Belajar lebih giat lagi
219,10,15,1,b,p,Pertahankan prestasimu
220,10,15,1,b,k,Pertahankan prestasimu
221,15,15,1,a,p,Pertahankan prestasimu
222,15,15,1,a,k,Pertahankan prestasimu
223,15,15,1,b,p,Pertahankan prestasimu
224,15,15,1,b,k,Pertahankan prestasimu
225,11,15,1,a,p,Belajar lebih giat lagi
226,11,15,1,a,k,Belajar lebih giat lagi
227,11,15,1,b,p,Pertahankan prestasimu
228,11,15,1,b,k,Pertahankan prestasimu
229,12,15,1,a,p,Pertahankan prestasimu
230,12,15,1,a,k,Belajar lebih giat lagi
231,12,15,1,b,p,Pertahankan prestasimu
232,12,15,1,b,k,Pertahankan prestasimu
233,13,15,1,a,p,Pertahankan prestasimu
234,13,15,1,a,k,Pertahankan prestasimu
235,13,15,1,b,p,Belajar lebih giat lagi
236,13,15,1,b,k,Pertahankan prestasimu
237,14,15,1,a,p,Pertahankan prestasimu
238,14,15,1,a,k,Belajar lebih giat lagi
239,14,15,1,b,p,Pertahankan prestasimu
240,14,15,1,b,k,Pertahankan prestasimu
